family_code,family_zh,family,spid,zh_name,name,en_name,reg_tw,reg_matsu,reg_kingmen,tw_endemic,consv_status
C17,鷹科,Accipitridae,115,黑翅鳶,Elanus caeruleus,Black-shouldered Kite,留、稀,留、稀,留、不普,,II
C17,鷹科,Accipitridae,140,大鵟,Buteo hemilasius,Upland Buzzard,冬、稀,過、稀,過、稀,,II
C17,鷹科,Accipitridae,139,鵟,Buteo buteo,Common Buzzard,冬、不普/過、不普,冬、普,冬、普,,II
C17,鷹科,Accipitridae,138,毛足鵟,Buteo lagopus,Rough-legged Hawk,冬、稀,無,迷,,II
C17,鷹科,Accipitridae,120,熊鷹,Nisaetus nipalensis,Mountain Hawk-Eagle,留、稀,無,無,,I
C17,鷹科,Accipitridae,137,白尾海鵰,Haliaeetus albicilla,White-tailed Eagle,冬、稀,無,無,,I
C17,鷹科,Accipitridae,136,白腹海鵰,Haliaeetus leucogaster,White-bellied Sea-Eagle,迷,迷,迷,,II
C17,鷹科,Accipitridae,135,栗鳶,Haliastur indus,Brahminy Kite,迷,無,迷,,II
C17,鷹科,Accipitridae,134,黑鳶,Milvus migrans,Black Kite,留、稀,過、稀,過、稀,,II
C17,鷹科,Accipitridae,133,蒼鷹,Accipiter gentilis,Northern Goshawk,冬、稀,過、稀,過、稀,,II
C17,鷹科,Accipitridae,132,北雀鷹,Accipiter nisus,Eurasian Sparrowhawk,冬、稀,過、稀,過、稀,,II
C18,秧雞科,Rallidae,150,斑脇秧雞,Porzana paykullii,Band-bellied Crake,迷,迷,無,,
C18,秧雞科,Rallidae,151,白眉秧雞,Porzana cinerea,White-browed Crake,過、稀,過、稀,無,,
C18,秧雞科,Rallidae,141,紅腳秧雞,Rallina fasciata,Red-legged Crake,迷,迷,無,,
C18,秧雞科,Rallidae,142,灰腳秧雞,Rallina eurizonoides,Slaty-legged Crake,留、不普,無,無,特有亞種(R. e. formosana),
C18,秧雞科,Rallidae,148,斑胸秧雞,Porzana porzana,Spotted Crake,迷,無,無,,
C18,秧雞科,Rallidae,143,灰胸秧雞,Gallirallus striatus,Slaty-breasted Rail,留、不普,迷,迷,特有亞種(G. s. taiwanus),
C18,秧雞科,Rallidae,144,秧雞,Rallus indicus,Brown-cheeked Rail,冬、稀,過、稀,過、稀,,
C18,秧雞科,Rallidae,152,董雞,Gallicrex cinerea,Watercock,夏、稀,過、稀,過、稀,,
C18,秧雞科,Rallidae,145,紅腳苦惡鳥,Amaurornis akool,Brown Crake,無,留、稀,無,,
C18,秧雞科,Rallidae,149,緋秧雞,Porzana fusca,Ruddy-breasted Crake,留、普,過、稀,留、稀,,
C18,秧雞科,Rallidae,146,白腹秧雞,Amaurornis phoenicurus,White-breasted Waterhen,留、普,留、不普,留、普,,
C18,秧雞科,Rallidae,154,紅冠水雞,Gallinula chloropus,Eurasian Moorhen,留、普,過、稀,留、普,,
C18,秧雞科,Rallidae,155,白冠雞,Fulica atra,Eurasian Coot,冬、不普,過、稀,冬、普,,
C18,秧雞科,Rallidae,153,紫水雞,Porphyrio porphyrio,Purple Swamphen,迷,無,無,,
C18,秧雞科,Rallidae,147,小秧雞,Porzana pusilla,Baillon''s Crake,冬、稀,過、稀,無,,
C19,鶴科,Gruidae,160,丹頂鶴,Grus japonensis,Red-crowned Crane,迷,無,無,,I
C19,鶴科,Gruidae,157,白枕鶴,Grus vipio,White-naped Crane,迷,無,無,,I
C19,鶴科,Gruidae,159,白頭鶴,Grus monacha,Hooded Crane,迷,無,無,,I
C19,鶴科,Gruidae,156,簑羽鶴,Anthropoides virgo,Demoiselle Crane,迷,無,無,,II
C19,鶴科,Gruidae,158,灰鶴,Grus grus,Common Crane,迷,無,無,,II
C20,長腳鷸科,Recurvirostridae,162,反嘴鴴,Recurvirostra avosetta,Pied Avocet,冬、稀,無,冬、不普,,
C20,長腳鷸科,Recurvirostridae,161,高蹺鴴,Himantopus himantopus,Black-winged Stilt,留、不普/冬、普,過、稀,冬、不普/過、不普/留、不普,,
C21,蠣鷸科,Haematopodidae,163,蠣鴴,Haematopus ostralegus,Eurasian Oystercatcher,冬、稀,夏、稀,留、不普/冬、普,,
C22,鴴科,Charadriidae,167,跳鴴,Vanellus cinereus,Gray-headed Lapwing,冬、稀/過、稀,過、稀,過、稀,,
C22,鴴科,Charadriidae,166,小辮鴴,Vanellus vanellus,Northern Lapwing,冬、不普,過、稀,過、稀,,
C22,鴴科,Charadriidae,168,蒙古鴴,Charadrius mongolus,Lesser Sand-Plover,冬、不普/過、普,過、稀,冬、不普/過、不普,,
C22,鴴科,Charadriidae,169,鐵嘴鴴,Charadrius leschenaultii,Greater Sand-Plover,冬、不普/過、普,過、稀,冬、普/過、普,,
C22,鴴科,Charadriidae,164,灰斑鴴,Pluvialis squatarola,Black-bellied Plover,冬、普,過、稀,冬、普,,
C22,鴴科,Charadriidae,165,太平洋金斑鴴,Pluvialis fulva,Pacific Golden-Plover,冬、普,過、不普,冬、不普/過、不普,,
C22,鴴科,Charadriidae,171,環頸鴴,Charadrius hiaticula,Common Ringed Plover,冬、稀/過、稀,無,無,,
C22,鴴科,Charadriidae,170,東方環頸鴴,Charadrius alexandrinus,Kentish Plover,留、不普/冬、普,過、不普,冬、普/留、不普,,
C22,鴴科,Charadriidae,174,東方紅胸鴴,Charadrius veredus,Oriental Plover,過、稀,過、稀,過、稀,,
C22,鴴科,Charadriidae,173,小環頸鴴,Charadrius dubius,Little Ringed Plover,留、不普/冬、普,過、不普,冬、不普/留、不普,,
C22,鴴科,Charadriidae,172,劍鴴,Charadrius placidus,Long-billed Plover,冬、稀,無,迷,,
C23,彩鷸科,Rostratulidae,175,彩鷸,Rostratula benghalensis,Greater Painted-snipe,留、普,過、稀,過、稀,,II
C24,水雉科,Jacanidae,176,水雉,Hydrophasianus chirurgus,Pheasant-tailed Jacana,留、稀/過、稀,過、稀,過、稀,,II
C25,鷸科,Scolopacidae,220,山鷸,Scolopax rusticola,Eurasian Woodcock,冬、稀,過、稀,過、稀,,
C25,鷸科,Scolopacidae,221,紅領瓣足鷸,Phalaropus lobatus,Red-necked Phalarope,過、普,過、不普,過、不普,,
C25,鷸科,Scolopacidae,222,灰瓣足鷸,Phalaropus fulicarius,Red Phalarope,過、稀,過、稀,過、稀,,
C25,鷸科,Scolopacidae,205,琵嘴鷸,Calidris pygmea,Spoon-billed Sandpiper,過、稀,無,過、稀,,III
C25,鷸科,Scolopacidae,192,大杓鷸,Numenius arquata,Eurasian Curlew,冬、不普,過、稀,冬、普,,III
C25,鷸科,Scolopacidae,214,半蹼鷸,Limnodromus semipalmatus,Asian Dowitcher,過、稀,過、稀,過、稀,,III
C25,鷸科,Scolopacidae,216,大地鷸,Gallinago hardwickii,Latham''s Snipe,過、稀,無,無,,III
C25,鷸科,Scolopacidae,199,寬嘴鷸,Calidris falcinellus,Broad-billed Sandpiper,過、不普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,198,流蘇鷸,Calidris pugnax,Ruff,冬、稀,過、稀,過、稀,,
C25,鷸科,Scolopacidae,197,紅腹濱鷸,Calidris canutus,Red Knot,過、不普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,196,大濱鷸,Calidris tenuirostris,Great Knot,過、不普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,195,翻石鷸,Arenaria interpres,Ruddy Turnstone,冬、普,過、稀,冬、普/過、普,,
C25,鷸科,Scolopacidae,194,斑尾鷸,Limosa lapponica,Bar-tailed Godwit,冬、稀/過、不普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,193,黑尾鷸,Limosa limosa,Black-tailed Godwit,冬、稀/過、不普,過、稀,過、稀,,
C25,鷸科,Scolopacidae,191,黦鷸,Numenius madagascariensis,Far Eastern Curlew,過、不普,過、稀,過、稀,,
C25,鷸科,Scolopacidae,190,中杓鷸,Numenius phaeopus,Whimbrel,冬、不普/過、普,過、稀,冬、普/過、普,,
C25,鷸科,Scolopacidae,189,小杓鷸,Numenius minutus,Little Curlew,過、不普,過、稀,過、稀,,
C25,鷸科,Scolopacidae,188,赤足鷸,Tringa totanus,Common Redshank,冬、普,過、稀,冬、普/過、普,,
C25,鷸科,Scolopacidae,187,鷹斑鷸,Tringa glareola,Wood Sandpiper,冬、普/過、普,過、不普,過、不普,,
C25,鷸科,Scolopacidae,186,小青足鷸,Tringa stagnatilis,Marsh Sandpiper,冬、不普/過、普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,185,小黃腳鷸,Tringa flavipes,Lesser Yellowlegs,迷,無,無,,
C25,鷸科,Scolopacidae,183,青足鷸,Tringa nebularia,Common Greenshank,冬、普,過、稀,冬、普,,
C25,鷸科,Scolopacidae,182,鶴鷸,Tringa erythropus,Spotted Redshank,冬、稀,過、稀,冬、不普/過、稀,,
C25,鷸科,Scolopacidae,181,美洲黃足鷸,Tringa incana,Wandering Tattler,迷,無,無,,
C25,鷸科,Scolopacidae,180,黃足鷸,Tringa brevipes,Gray-tailed Tattler,過、普,過、不普,過、普,,
C25,鷸科,Scolopacidae,179,白腰草鷸,Tringa ochropus,Green Sandpiper,冬、不普,過、稀,冬、不普,,
C25,鷸科,Scolopacidae,178,磯鷸,Actitis hypoleucos,Common Sandpiper,冬、普,冬、普/過、普,冬、普/過、普,,
C25,鷸科,Scolopacidae,177,反嘴鷸,Xenus cinereus,Terek Sandpiper,過、不普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,201,高蹺濱鷸,Calidris himantopus,Stilt Sandpiper,迷,無,無,,
C25,鷸科,Scolopacidae,203,丹氏濱鷸,Calidris temminckii,Temminck''s Stint,冬、稀,過、稀,過、稀,,
C25,鷸科,Scolopacidae,204,長趾濱鷸,Calidris subminuta,Long-toed Stint,冬、不普,過、稀,過、稀,,
C25,鷸科,Scolopacidae,206,紅胸濱鷸,Calidris ruficollis,Red-necked Stint,冬、普,過、不普,冬、不普/過、普,,
C25,鷸科,Scolopacidae,207,三趾濱鷸,Calidris alba,Sanderling,冬、不普,過、不普,冬、普/過、普,,
C25,鷸科,Scolopacidae,208,黑腹濱鷸,Calidris alpina,Dunlin,冬、普,過、稀,冬、普/過、普,,
C25,鷸科,Scolopacidae,209,小濱鷸,Calidris minuta,Little Stint,冬、稀/過、稀,無,無,,
C25,鷸科,Scolopacidae,210,黃胸鷸,Calidris subruficollis,Buff-breasted Sandpiper,迷,無,迷,,
C25,鷸科,Scolopacidae,211,美洲尖尾濱鷸,Calidris melanotos,Pectoral Sandpiper,過、稀,過、稀,無,,
C25,鷸科,Scolopacidae,212,西濱鷸,Calidris mauri,Western Sandpiper,迷,無,無,,
C25,鷸科,Scolopacidae,213,長嘴半蹼鷸,Limnodromus scolopaceus,Long-billed Dowitcher,冬、稀,無,迷,,
C25,鷸科,Scolopacidae,215,小鷸,Lymnocryptes minimus,Jack Snipe,過、稀,無,無,,
C25,鷸科,Scolopacidae,217,田鷸,Gallinago gallinago,Common Snipe,冬、普,過、不普,冬、不普,,
C25,鷸科,Scolopacidae,218,針尾鷸,Gallinago stenura,Pin-tailed Snipe,冬、稀/過、普,過、稀,無,,
C25,鷸科,Scolopacidae,184,諾氏鷸,Tringa guttifer,Nordmann''s Greenshank,過、稀,無,過、稀,,I
C25,鷸科,Scolopacidae,219,中地鷸,Gallinago megala,Swinhoe''s Snipe,冬、稀/過、普,過、稀,過、稀,,
C25,鷸科,Scolopacidae,200,尖尾濱鷸,Calidris acuminata,Sharp-tailed Sandpiper,過、普,過、稀,過、不普,,
C25,鷸科,Scolopacidae,202,彎嘴濱鷸,Calidris ferruginea,Curlew Sandpiper,冬、稀/過、普,過、稀,過、不普,,
C26,三趾鶉科,Turnicidae,224,黃腳三趾鶉,Turnix tanki,Yellow-legged Buttonquail,迷,過、稀,無,,
